Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,Paremeter63,Paremeter64,Paremeter65,Paremeter66,Paremeter67,Paremeter68,Paremeter69,Paremeter70,Paremeter71,Paremeter72,Paremeter73
211,userID,ID362,Web,complete,insertValue,2019-02-21T11:36:47.939+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:36:58.627+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:37:04.530+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:37:14.200+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:37:26.176+11:00,confirm,Web,complete,clickButton,2019-02-21T11:37:36.819+11:00,Web,complete,waitResponse,2019-02-21T11:37:41.198+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:37:50.381+11:00,B2,Web,complete,clickButton,2019-02-21T11:37:52.730+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:37:55.118+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:37:56.618+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:38:00.219+11:00,copy,B,Melbourne 123,Excel
212,userID,ID1077,Web,complete,insertValue,2019-02-21T11:38:19.601+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:38:33.661+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:38:37.520+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:38:47.240+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:39:04.046+11:00,confirm,Web,complete,clickButton,2019-02-21T11:39:11.403+11:00,Web,complete,waitResponse,2019-02-21T11:39:14.135+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:39:26.053+11:00,B2,Web,complete,clickButton,2019-02-21T11:39:29.883+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:39:33.165+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:39:35.247+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:39:37.751+11:00,copy,B,Melbourne 123,Excel
213,userID,ID315,Web,complete,insertValue,2019-02-21T11:39:54.879+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:40:05.369+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:40:09.311+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:40:21.245+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:40:21.245+11:00,confirm,Web,complete,clickButton,2019-02-21T11:40:23.946+11:00,Web,complete,waitResponse,2019-02-21T11:40:27.302+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:40:29.863+11:00,B2,Web,complete,clickButton,2019-02-21T11:40:32.871+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:40:35.766+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:40:38.734+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:40:42.975+11:00,copy,B,Melbourne 123,Excel
214,userID,ID1563,Web,complete,insertValue,2019-02-21T11:41:01.577+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:41:02.552+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:41:17.975+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:41:36.298+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:41:46.632+11:00,confirm,Web,complete,clickButton,2019-02-21T11:41:51.861+11:00,Web,complete,waitResponse,2019-02-21T11:41:54.222+11:00,www.webpage.com/wrong,ID1563,userID,Web,complete,copy,2019-02-21T11:42:08.680+11:00,ID1563,newID,Web,complete,paste,2019-02-21T11:42:12.130+11:00,B3,Web,complete,clickButton,2019-02-21T11:42:14.402+11:00,paste,A,ID1563,Excel,12,complete,2019-02-21T11:42:17.855+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T11:42:21.939+11:00,Area,Melbourne 123
215,userID,ID458,Web,complete,insertValue,2019-02-21T11:42:35.533+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:42:46.179+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:42:51.788+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:42:56.993+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:43:00.887+11:00,confirm,Web,complete,clickButton,2019-02-21T11:43:06.676+11:00,Web,complete,waitResponse,2019-02-21T11:43:10.010+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:43:17.209+11:00,B2,Web,complete,clickButton,2019-02-21T11:43:18.420+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:43:21.519+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:43:24.931+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:43:27.393+11:00,copy,B,Melbourne 123,Excel
216,userID,ID1966,Web,complete,insertValue,2019-02-21T11:43:43.864+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:43:49.337+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:43:50.694+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:43:58.607+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:44:09.246+11:00,confirm,Web,complete,clickButton,2019-02-21T11:44:18.542+11:00,Web,complete,waitResponse,2019-02-21T11:44:21.752+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:44:25.438+11:00,B2,Web,complete,clickButton,2019-02-21T11:44:28.631+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:44:31.737+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:44:34.098+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:44:36.639+11:00,copy,B,Melbourne 123,Excel
217,userID,ID1058,Web,complete,insertValue,2019-02-21T11:44:54.241+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:45:05.285+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:45:12.592+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:45:13.167+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:45:16.743+11:00,confirm,Web,complete,clickButton,2019-02-21T11:45:34.615+11:00,Web,complete,waitResponse,2019-02-21T11:45:37.459+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:45:45.409+11:00,B2,Web,complete,clickButton,2019-02-21T11:45:49.163+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:45:53.213+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:45:58.234+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:46:01.136+11:00,copy,B,Melbourne 123,Excel
218,userID,ID117,Web,complete,insertValue,2019-02-21T11:46:21.346+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:46:27.179+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:46:32.774+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:46:39.360+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:46:46.164+11:00,confirm,Web,complete,clickButton,2019-02-21T11:46:46.164+11:00,Web,complete,waitResponse,2019-02-21T11:46:48.936+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:46:53.470+11:00,B2,Web,complete,clickButton,2019-02-21T11:46:57.099+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:47:00.463+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:47:03.593+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:47:05.474+11:00,copy,B,Melbourne 123,Excel
219,userID,ID461,Web,complete,insertValue,2019-02-21T11:47:26.936+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:47:42.220+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:47:58.813+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:48:07.422+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:48:07.422+11:00,confirm,Web,complete,clickButton,2019-02-21T11:48:13.783+11:00,Web,complete,waitResponse,2019-02-21T11:48:18.338+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:48:20.496+11:00,B2,Web,complete,clickButton,2019-02-21T11:48:23.329+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:48:25.876+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:48:28.809+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:48:33.034+11:00,copy,B,Melbourne 123,Excel
220,userID,ID973,Web,complete,insertValue,2019-02-21T11:48:52.851+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:48:52.851+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:49:07.655+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:49:27.739+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:49:41.522+11:00,confirm,Web,complete,clickButton,2019-02-21T11:49:58.815+11:00,Web,complete,waitResponse,2019-02-21T11:50:01.743+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:50:11.723+11:00,B2,Web,complete,clickButton,2019-02-21T11:50:15.904+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:50:18.370+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:50:23.845+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:50:26.211+11:00,copy,B,Melbourne 123,Excel
221,userID,ID546,Web,complete,insertValue,2019-02-21T11:50:47.471+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:50:59.593+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:51:07.858+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:51:19.256+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:51:29.897+11:00,confirm,Web,complete,clickButton,2019-02-21T11:51:29.897+11:00,Web,complete,waitResponse,2019-02-21T11:51:32.367+11:00,www.webpage.com/error,ID546,userID,Web,complete,copy,2019-02-21T11:51:40.165+11:00,ID546,newID,Web,complete,paste,2019-02-21T11:51:44.667+11:00,B3,Web,complete,clickButton,2019-02-21T11:51:47.469+11:00,paste,A,ID546,Excel,74,complete,2019-02-21T11:51:50.748+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T11:51:54.264+11:00,Area,Melbourne 123
222,userID,ID417,Web,complete,insertValue,2019-02-21T11:52:09.870+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:52:25.680+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:52:34.298+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:52:43.415+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:52:52.333+11:00,confirm,Web,complete,clickButton,2019-02-21T11:52:56.497+11:00,Web,complete,waitResponse,2019-02-21T11:52:59.143+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:53:06.138+11:00,B2,Web,complete,clickButton,2019-02-21T11:53:09.419+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:53:12.716+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:53:14.866+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:53:17.616+11:00,copy,B,Melbourne 123,Excel
223,userID,ID1700,Web,complete,insertValue,2019-02-21T11:53:38.311+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:53:38.311+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:53:45.790+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:53:48.581+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:53:54.001+11:00,confirm,Web,complete,clickButton,2019-02-21T11:54:04.162+11:00,Web,complete,waitResponse,2019-02-21T11:54:07.095+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:54:21.263+11:00,B2,Web,complete,clickButton,2019-02-21T11:54:23.991+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:54:27.612+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:54:30.796+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:54:33.801+11:00,copy,B,Melbourne 123,Excel
224,userID,ID261,Web,complete,insertValue,2019-02-21T11:54:56.241+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:55:02.578+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:55:07.769+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:55:18.779+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:55:18.779+11:00,confirm,Web,complete,clickButton,2019-02-21T11:55:23.558+11:00,Web,complete,waitResponse,2019-02-21T11:55:25.698+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:55:37.893+11:00,B2,Web,complete,clickButton,2019-02-21T11:55:41.039+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:55:43.424+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:55:46.255+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:55:48.846+11:00,copy,B,Melbourne 123,Excel
225,userID,ID941,Web,complete,insertValue,2019-02-21T11:56:07.294+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:56:16.151+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:56:23.481+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:56:27.369+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:56:41.209+11:00,confirm,Web,complete,clickButton,2019-02-21T11:56:44.050+11:00,Web,complete,waitResponse,2019-02-21T11:56:48.734+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:56:56.724+11:00,B2,Web,complete,clickButton,2019-02-21T11:56:59.889+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:57:04.027+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:57:05.719+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:57:08.149+11:00,copy,B,Melbourne 123,Excel
226,userID,ID1257,Web,complete,insertValue,2019-02-21T11:57:26.632+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:57:38.985+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:57:45.189+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:57:52.448+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:57:57.007+11:00,confirm,Web,complete,clickButton,2019-02-21T11:58:06.864+11:00,Web,complete,waitResponse,2019-02-21T11:58:09.584+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:58:22.632+11:00,B2,Web,complete,clickButton,2019-02-21T11:58:25.460+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:58:28.763+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:58:32.018+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:58:35.465+11:00,copy,B,Melbourne 123,Excel
227,userID,ID640,Web,complete,insertValue,2019-02-21T11:58:54.219+11:00,Excel,complete,openFile,Sheet1,2019-02-21T11:59:02.385+11:00,data.xls,Web,complete,goToUrl,2019-02-21T11:59:09.743+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T11:59:19.371+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T11:59:27.642+11:00,confirm,Web,complete,clickButton,2019-02-21T11:59:30.099+11:00,Web,complete,waitResponse,2019-02-21T11:59:31.769+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T11:59:39.670+11:00,B2,Web,complete,clickButton,2019-02-21T11:59:42.746+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T11:59:47.020+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T11:59:49.974+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T11:59:51.711+11:00,copy,B,Melbourne 123,Excel
228,userID,ID1740,Web,complete,insertValue,2019-02-21T12:00:10.194+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:00:23.227+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:00:39.044+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:00:50.516+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:01:00.480+11:00,confirm,Web,complete,clickButton,2019-02-21T12:01:19.140+11:00,Web,complete,waitResponse,2019-02-21T12:01:21.234+11:00,www.webpage.com/wrong,ID1740,userID,Web,complete,copy,2019-02-21T12:01:28.630+11:00,ID1740,newID,Web,complete,paste,2019-02-21T12:01:31.408+11:00,B3,Web,complete,clickButton,2019-02-21T12:01:33.648+11:00,paste,A,ID1740,Excel,52,complete,2019-02-21T12:01:36.317+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T12:01:39.566+11:00,Area,Melbourne 123
229,userID,ID1853,Web,complete,insertValue,2019-02-21T12:01:52.070+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:02:09.490+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:02:30.620+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:02:38.102+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:02:42.070+11:00,confirm,Web,complete,clickButton,2019-02-21T12:02:55.444+11:00,Web,complete,waitResponse,2019-02-21T12:02:58.618+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T12:03:05.112+11:00,B2,Web,complete,clickButton,2019-02-21T12:03:07.571+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T12:03:11.922+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T12:03:14.959+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T12:03:16.053+11:00,copy,B,Melbourne 123,Excel
230,userID,ID1696,Web,complete,insertValue,2019-02-21T12:03:35.576+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:03:35.576+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:03:53.352+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:03:59.802+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:03:59.802+11:00,confirm,Web,complete,clickButton,2019-02-21T12:04:05.937+11:00,Web,complete,waitResponse,2019-02-21T12:04:08.996+11:00,www.webpage.com/error,ID1696,userID,Web,complete,copy,2019-02-21T12:04:18.178+11:00,ID1696,newID,Web,complete,paste,2019-02-21T12:04:20.483+11:00,B3,Web,complete,clickButton,2019-02-21T12:04:24.365+11:00,paste,A,ID1696,Excel,77,complete,2019-02-21T12:04:27.395+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T12:04:29.964+11:00,Area,Melbourne 123
231,userID,ID1838,Web,complete,insertValue,2019-02-21T12:04:43.883+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:04:55.139+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:04:58.674+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:05:07.846+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:05:24.891+11:00,confirm,Web,complete,clickButton,2019-02-21T12:05:41.630+11:00,Web,complete,waitResponse,2019-02-21T12:05:45.250+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T12:05:53.792+11:00,B2,Web,complete,clickButton,2019-02-21T12:05:56.760+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T12:06:00.252+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T12:06:03.174+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T12:06:06.945+11:00,copy,B,Melbourne 123,Excel
232,userID,ID119,Web,complete,insertValue,2019-02-21T12:06:26.738+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:06:26.738+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:06:32.114+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:06:41.380+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:06:56.569+11:00,confirm,Web,complete,clickButton,2019-02-21T12:07:08.709+11:00,Web,complete,waitResponse,2019-02-21T12:07:12.035+11:00,www.webpage.com/wrong,ID119,userID,Web,complete,copy,2019-02-21T12:07:28.485+11:00,ID119,newID,Web,complete,paste,2019-02-21T12:07:30.385+11:00,B3,Web,complete,clickButton,2019-02-21T12:07:33.246+11:00,paste,A,ID119,Excel,69,complete,2019-02-21T12:07:35.690+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T12:07:37.495+11:00,Area,Melbourne 123
233,userID,ID401,Web,complete,insertValue,2019-02-21T12:07:53.738+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:08:03.202+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:08:13.528+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:08:21.777+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:08:22.474+11:00,confirm,Web,complete,clickButton,2019-02-21T12:08:33.798+11:00,Web,complete,waitResponse,2019-02-21T12:08:38.813+11:00,www.webpage.com/error,ID401,userID,Web,complete,copy,2019-02-21T12:08:44.047+11:00,ID401,newID,Web,complete,paste,2019-02-21T12:08:46.693+11:00,B3,Web,complete,clickButton,2019-02-21T12:08:49.615+11:00,paste,A,ID401,Excel,54,complete,2019-02-21T12:08:52.616+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-21T12:08:56.004+11:00,Area,Melbourne 123
234,userID,ID963,Web,complete,insertValue,2019-02-21T12:09:12.803+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:09:20.497+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:09:30.361+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:09:37.128+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:09:37.128+11:00,confirm,Web,complete,clickButton,2019-02-21T12:09:39.380+11:00,Web,complete,waitResponse,2019-02-21T12:09:43.106+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T12:09:50.819+11:00,B2,Web,complete,clickButton,2019-02-21T12:09:53.371+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T12:09:57.029+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T12:10:00.616+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T12:10:02.726+11:00,copy,B,Melbourne 123,Excel
235,userID,ID978,Web,complete,insertValue,2019-02-21T12:10:20.999+11:00,Excel,complete,openFile,Sheet1,2019-02-21T12:10:31.332+11:00,data.xls,Web,complete,goToUrl,2019-02-21T12:10:44.378+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T12:10:47.803+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T12:10:53.173+11:00,confirm,Web,complete,clickButton,2019-02-21T12:10:56.296+11:00,Web,complete,waitResponse,2019-02-21T12:10:58.289+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T12:11:17.046+11:00,B2,Web,complete,clickButton,2019-02-21T12:11:21.200+11:00,Constant,182381,Web,complete,insertValue,2019-02-21T12:11:24.844+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T12:11:27.907+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-21T12:11:30.650+11:00,copy,B,Melbourne 123,Excel
