Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Excel,complete,openFile,Sheet1,2019-02-21T18:59:33.662+11:00,data.xls,Web,complete,goToUrl,2019-02-21T18:59:41.331+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T18:59:53.365+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:00:01.392+11:00,confirm,Web,complete,clickButton,2019-02-21T19:00:02.224+11:00,Web,complete,waitResponse,2019-02-21T19:00:04.928+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:00:07.744+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:00:07.744+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:00:16.270+11:00,confirm,Web,complete,clickButton,2019-02-21T19:00:22.154+11:00,Web,complete,waitResponse,2019-02-21T19:00:24.692+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Excel,complete,openFile,Sheet1,2019-02-21T19:00:50.753+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:01:01.152+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:01:01.383+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:01:13.604+11:00,confirm,Web,complete,clickButton,2019-02-21T19:01:18.417+11:00,Web,complete,waitResponse,2019-02-21T19:01:22.304+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:01:34.816+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:01:36.197+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:01:37.895+11:00,cancel,Web,complete,clickButton,2019-02-21T19:01:39.489+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Excel,complete,openFile,Sheet1,2019-02-21T19:01:49.489+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:01:54.230+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:02:03.442+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:02:10.637+11:00,confirm,Web,complete,clickButton,2019-02-21T19:02:26.772+11:00,Web,complete,waitResponse,2019-02-21T19:02:29.366+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:02:34.683+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:02:36.776+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:02:39.552+11:00,cancel,Web,complete,clickButton,2019-02-21T19:02:42.656+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Excel,complete,openFile,Sheet1,2019-02-21T19:02:52.656+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:03:06.615+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:03:13.429+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:03:20.614+11:00,confirm,Web,complete,clickButton,2019-02-21T19:03:32.249+11:00,Web,complete,waitResponse,2019-02-21T19:03:34.985+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:03:34.985+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:03:43.766+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:03:45.628+11:00,confirm,Web,complete,clickButton,2019-02-21T19:03:58.042+11:00,Web,complete,waitResponse,2019-02-21T19:04:01.600+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Excel,complete,openFile,Sheet1,2019-02-21T19:04:32.658+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:04:36.102+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:04:50.836+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:04:57.698+11:00,confirm,Web,complete,clickButton,2019-02-21T19:05:04.891+11:00,Web,complete,waitResponse,2019-02-21T19:05:08.035+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:05:08.035+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:05:11.280+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:05:20.230+11:00,confirm,Web,complete,clickButton,2019-02-21T19:05:36.547+11:00,Web,complete,waitResponse,2019-02-21T19:05:38.827+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Excel,complete,openFile,Sheet1,2019-02-21T19:06:56.125+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:07:07.421+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:07:14.393+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:07:19.666+11:00,confirm,Web,complete,clickButton,2019-02-21T19:07:30.903+11:00,Web,complete,waitResponse,2019-02-21T19:07:33.673+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:07:33.673+11:00,B2,Web,complete,clickButton,2019-02-21T19:07:34.939+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:07:36.772+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:07:39.859+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Excel,complete,openFile,Sheet1,2019-02-21T19:07:58.933+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:08:08.422+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:08:20.155+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:08:30.690+11:00,confirm,Web,complete,clickButton,2019-02-21T19:08:40.820+11:00,Web,complete,waitResponse,2019-02-21T19:08:44.093+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:08:48.510+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:08:56.899+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:09:09.164+11:00,confirm,Web,complete,clickButton,2019-02-21T19:09:16.870+11:00,Web,complete,waitResponse,2019-02-21T19:09:18.996+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Excel,complete,openFile,Sheet1,2019-02-21T19:09:56.259+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:10:10.628+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:10:16.053+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:10:16.324+11:00,confirm,Web,complete,clickButton,2019-02-21T19:10:26.317+11:00,Web,complete,waitResponse,2019-02-21T19:10:29.473+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:10:34.853+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:10:37.586+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:10:41.714+11:00,cancel,Web,complete,clickButton,2019-02-21T19:10:45.531+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Excel,complete,openFile,Sheet1,2019-02-21T19:10:55.531+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:11:03.759+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:11:07.766+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:11:16.906+11:00,confirm,Web,complete,clickButton,2019-02-21T19:11:20.665+11:00,Web,complete,waitResponse,2019-02-21T19:11:25.623+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:11:30.965+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:11:32.095+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:11:35.933+11:00,cancel,Web,complete,clickButton,2019-02-21T19:11:38.652+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Excel,complete,openFile,Sheet1,2019-02-21T19:11:48.652+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:11:59.710+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:12:03.641+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:12:07.533+11:00,confirm,Web,complete,clickButton,2019-02-21T19:12:09.670+11:00,Web,complete,waitResponse,2019-02-21T19:12:11.508+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:12:22.918+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:12:36.001+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:12:49.669+11:00,confirm,Web,complete,clickButton,2019-02-21T19:13:04.591+11:00,Web,complete,waitResponse,2019-02-21T19:13:08.985+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Excel,complete,openFile,Sheet1,2019-02-21T19:14:19.046+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:14:21.267+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:14:30.787+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:14:39.780+11:00,confirm,Web,complete,clickButton,2019-02-21T19:14:46.653+11:00,Web,complete,waitResponse,2019-02-21T19:14:47.218+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:14:49.535+11:00,B2,Web,complete,clickButton,2019-02-21T19:14:53.024+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:14:54.153+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:14:58.383+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Excel,complete,openFile,Sheet1,2019-02-21T19:15:21.778+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:15:34.785+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:15:45.906+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:15:57.698+11:00,confirm,Web,complete,clickButton,2019-02-21T19:16:02.489+11:00,Web,complete,waitResponse,2019-02-21T19:16:05.596+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:16:14.305+11:00,B2,Web,complete,clickButton,2019-02-21T19:16:16.714+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:16:20.109+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:16:22.500+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Excel,complete,openFile,Sheet1,2019-02-21T19:16:43.328+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:16:50.788+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:17:01.585+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:17:07.221+11:00,confirm,Web,complete,clickButton,2019-02-21T19:17:24.293+11:00,Web,complete,waitResponse,2019-02-21T19:17:27.037+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:17:38.753+11:00,B2,Web,complete,clickButton,2019-02-21T19:17:40.590+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:17:42.987+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:17:46.819+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Excel,complete,openFile,Sheet1,2019-02-21T19:18:08.357+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:18:12.370+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:18:17.351+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:18:29.983+11:00,confirm,Web,complete,clickButton,2019-02-21T19:18:44.450+11:00,Web,complete,waitResponse,2019-02-21T19:18:48.333+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:18:51.986+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:18:54.161+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:18:57.101+11:00,confirm,Web,complete,clickButton,2019-02-21T19:19:08.738+11:00,Web,complete,waitResponse,2019-02-21T19:19:10.960+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Excel,complete,openFile,Sheet1,2019-02-21T19:19:56.549+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:20:07.977+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:20:13.879+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:20:14.672+11:00,confirm,Web,complete,clickButton,2019-02-21T19:20:16.332+11:00,Web,complete,waitResponse,2019-02-21T19:20:20.358+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:20:30.365+11:00,B2,Web,complete,clickButton,2019-02-21T19:20:32.405+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:20:34.871+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:20:36.256+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Excel,complete,openFile,Sheet1,2019-02-21T19:20:55.938+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:21:01.532+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:21:01.832+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:21:07.655+11:00,confirm,Web,complete,clickButton,2019-02-21T19:21:26.552+11:00,Web,complete,waitResponse,2019-02-21T19:21:28.504+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:21:32.946+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:21:41.249+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:21:47.331+11:00,confirm,Web,complete,clickButton,2019-02-21T19:21:54.106+11:00,Web,complete,waitResponse,2019-02-21T19:21:57.416+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Excel,complete,openFile,Sheet1,2019-02-21T19:22:41.687+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:22:44.323+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:22:44.877+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:22:44.877+11:00,confirm,Web,complete,clickButton,2019-02-21T19:22:56.449+11:00,Web,complete,waitResponse,2019-02-21T19:22:58.534+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:22:58.534+11:00,B2,Web,complete,clickButton,2019-02-21T19:23:01.400+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:23:05.791+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:23:08.210+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Excel,complete,openFile,Sheet1,2019-02-21T19:23:31.791+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:23:44.406+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:23:51.606+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:24:07.330+11:00,confirm,Web,complete,clickButton,2019-02-21T19:24:14.927+11:00,Web,complete,waitResponse,2019-02-21T19:24:16.863+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:24:26.905+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:24:39.001+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:24:46.115+11:00,confirm,Web,complete,clickButton,2019-02-21T19:24:51.601+11:00,Web,complete,waitResponse,2019-02-21T19:24:54.056+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Excel,complete,openFile,Sheet1,2019-02-21T19:25:33.948+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:25:35.369+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:25:43.800+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:25:48.941+11:00,confirm,Web,complete,clickButton,2019-02-21T19:25:55.104+11:00,Web,complete,waitResponse,2019-02-21T19:25:57.558+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:25:57.809+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:26:00.844+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:26:10.368+11:00,confirm,Web,complete,clickButton,2019-02-21T19:26:16.107+11:00,Web,complete,waitResponse,2019-02-21T19:26:20.606+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Excel,complete,openFile,Sheet1,2019-02-21T19:27:03.494+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:27:04.494+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:27:10.817+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:27:15.359+11:00,confirm,Web,complete,clickButton,2019-02-21T19:27:27.428+11:00,Web,complete,waitResponse,2019-02-21T19:27:30.159+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:27:31.138+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:27:31.251+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:27:32.399+11:00,confirm,Web,complete,clickButton,2019-02-21T19:27:37.525+11:00,Web,complete,waitResponse,2019-02-21T19:27:40.522+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Excel,complete,openFile,Sheet1,2019-02-21T19:28:24.286+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:28:31.273+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:28:45.444+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:28:45.758+11:00,confirm,Web,complete,clickButton,2019-02-21T19:28:48.483+11:00,Web,complete,waitResponse,2019-02-21T19:28:50.309+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:28:55.813+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:28:59.602+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:29:03.138+11:00,cancel,Web,complete,clickButton,2019-02-21T19:29:06.839+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Excel,complete,openFile,Sheet1,2019-02-21T19:29:16.839+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:29:17.036+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:29:20.742+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:29:34.495+11:00,confirm,Web,complete,clickButton,2019-02-21T19:29:52.595+11:00,Web,complete,waitResponse,2019-02-21T19:29:55.392+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:29:59.535+11:00,B2,Web,complete,clickButton,2019-02-21T19:30:01.522+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:30:02.861+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:30:05.366+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Excel,complete,openFile,Sheet1,2019-02-21T19:30:29.020+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:30:33.944+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:30:48.457+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:30:49.772+11:00,confirm,Web,complete,clickButton,2019-02-21T19:31:04.295+11:00,Web,complete,waitResponse,2019-02-21T19:31:06.904+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:31:10.390+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:31:11.840+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:31:15.575+11:00,cancel,Web,complete,clickButton,2019-02-21T19:31:19.324+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Excel,complete,openFile,Sheet1,2019-02-21T19:31:29.324+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:31:31.875+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:31:41.065+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:31:41.065+11:00,confirm,Web,complete,clickButton,2019-02-21T19:31:45.574+11:00,Web,complete,waitResponse,2019-02-21T19:31:48.971+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:32:04.722+11:00,B2,Web,complete,clickButton,2019-02-21T19:32:07.753+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:32:09.135+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:32:12.248+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Excel,complete,openFile,Sheet1,2019-02-21T19:32:37.638+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:32:43.122+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:32:48.178+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:32:54.924+11:00,confirm,Web,complete,clickButton,2019-02-21T19:33:07.417+11:00,Web,complete,waitResponse,2019-02-21T19:33:11.461+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-21T19:33:24.043+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:33:29.336+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:33:38.634+11:00,confirm,Web,complete,clickButton,2019-02-21T19:33:47.972+11:00,Web,complete,waitResponse,2019-02-21T19:33:53.783+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Excel,complete,openFile,Sheet1,2019-02-21T19:35:10.866+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:35:17.605+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:35:28.362+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:35:33.345+11:00,confirm,Web,complete,clickButton,2019-02-21T19:35:46.918+11:00,Web,complete,waitResponse,2019-02-21T19:35:50.685+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:35:59.178+11:00,B2,Web,complete,clickButton,2019-02-21T19:36:04.048+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:36:06.874+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:36:09.807+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Excel,complete,openFile,Sheet1,2019-02-21T19:36:33.744+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:36:41.768+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:36:55.051+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:36:55.051+11:00,confirm,Web,complete,clickButton,2019-02-21T19:37:07.281+11:00,Web,complete,waitResponse,2019-02-21T19:37:10.300+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-21T19:37:21.351+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-21T19:37:25.775+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-21T19:37:27.962+11:00,cancel,Web,complete,clickButton,2019-02-21T19:37:31.007+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Excel,complete,openFile,Sheet1,2019-02-21T19:37:41.007+11:00,data.xls,Web,complete,goToUrl,2019-02-21T19:37:46.536+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-21T19:37:51.341+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-21T19:38:05.430+11:00,confirm,Web,complete,clickButton,2019-02-21T19:38:16.543+11:00,Web,complete,waitResponse,2019-02-21T19:38:20.162+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-21T19:38:25.092+11:00,B2,Web,complete,clickButton,2019-02-21T19:38:28.951+11:00,ID,182381,Web,complete,insertValue,2019-02-21T19:38:33.320+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-21T19:38:35.192+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
